11 : 15 am tomorrow reminder,reminder.create_single_reminder,reminder.start_time->11 : 15 am;reminder.start_date->tomorrow;
does wild ginger bellevue exist within five miles ?,Places_Map_Question,places.place_name->wild ginger;AbsoluteLocation->bellevue;places.distance->within five miles;
dog friendly hotel shasta california,FindPlaces,places.atmosphere->dog friendly;places.place_type->hotel;AbsoluteLocation->shasta california;
Drive me to the fast one,GetRoute,places.transportation_type->Drive;
drive to chilis avoiding tolls,GetRoute,places.transportation_type->drive;places.place_name->chilis;places.avoid_route->tolls;
dsw shoes 7804 on Monday 3 : 00 pm,Calendar.Create_Calendar_Entry,calendar.title->dsw shoes 7804;calendar.start_date->Monday;calendar.start_time->3 : 00 pm;
dunmore pa sonic sounds Friday morning please,None,
edit settings .,ondevice.open_setting,
Edit the meeting to be 7:30 not 8:30,Calendar.Change_Calendar_Entry,calendar.start_time->7:30;calendar.original_start_time->8:30;
email Andy Check,SendEmail,communication.from_contact_name->Andy Check;
email cloney John,SendEmail,communication.contact_name->cloney John;
Email Henry Matthew,SendEmail,communication.contact_name->Henry Matthew;
email Max about n l p,None,
email Morris trip itinerary,SendEmail,communication.contact_name->Morris;communication.message->trip itinerary;
email pictures,communication.communication_other,
Email robert hello,SendEmail,communication.contact_name->robert;communication.message->hello;
email to mike waters mike that dinner last week was splendid,SendEmail,
emission test Bellevue please,FindPlaces,places.service_provided->emission test;AbsoluteLocation->Bellevue;
enable speed dial 4,communication.set_speeddial,communication.speed_dial->4;
end speaker phone,communication.speakerphone_off,communication.audio_device_type->speaker phone;
english tv please,None,
enter weight 185 at fitbit,None,
epic games please,None,
Extend lunch meeting 30 minutes extra,Calendar.Change_Calendar_Entry,calendar.title->lunch meeting;calendar.duration->30 minutes extra;
extend reminder,reminder.change_reminder,
facebook Candy Bell,None,
facebook log in,None,
facebook message Greg,None,
family games with donkey kong please,None,
fast forward to two minutes,None,
fatima luas stop dublin please,None,
ferry schedule please,None,
file a bug please,None,
Filing a bug please,None,
find 2 tickets to the steven tyler show in seattle,None,
find a hospital within close proximity,FindPlaces,places.place_type->hospital;places.distance->within close proximity;
Find action flicks or Hugh Jackman movies,None,
find closest family restaurant,FindPlaces,places.nearby->closest;places.atmosphere->family;places.place_type->restaurant;
find directions from work to home,GetRoute,places.from_place_type->work;places.place_type->home;
Find for me a luxurious restaurant,FindPlaces,places.atmosphere->luxurious;places.place_type->restaurant;
Find for me Jack Robert from Florida beach,FindPlaces,places.place_name->Jack Robert;places.from_absolute_location->Florida beach;
find for me pacific science center imax showing time,FindPlaces,places.place_name->pacific science center imax;
Find for me recipe apps,None,
find harvard crimson next game tickets,None,
find hindi music,None,
find hotels in indore,FindPlaces,
find me a few mmo rpg games,None,
find me a good restaurant for lunch,FindPlaces,places.rating->good;places.place_type->restaurant;places.meal_type->lunch;
Find me all alternative rock by smashing pumpkins,None,
find me the burger house that is open on friday eve .,FindPlaces,places.place_type->burger house;places.open_status->open;places.date->friday;places.time->eve;
find me the cheapest taxi near me,Places.Book_Public_Transport,places.price_range->cheapest;places.service_provided->taxi;places.nearby->near;
find me tickets for deftones at pnc,None,
find music store within one block,FindPlaces,places.place_type->music store;places.distance->within one block;
find my phone,ondevice.open_setting,ondevice.setting_type->find my phone;
Find my phone if you please,ondevice.open_setting,
find my sim card,None,
Find my taxi .,Places.Book_Public_Transport,places.transportation_type->taxi;
find my xbox,None,
find previous calls,communication.communication_other,
Find R Kelly dance songs Locate Greatest Hits by Toni Braxton,PlayMusic,Artist_Name->R Kelly dance;
find redmond ridge golf,FindPlaces,places.place_name->redmond ridge golf;
find rock dance,FindPlaces,places.service_provided->rock dance;
find Rosaline Keil,None,
find schools in indore,FindPlaces,places.place_type->schools;AbsoluteLocation->indore;
Find some French movies for me please,None,
find some german rock music that was done in the 80s,None,
Find some indian old movies,None,
find speed metal,FindPlaces,places.place_name->speed metal;
find Suzan,None,
find the discovery channel,None,
find the distance from New Zealand to Seattle,GetDistance,
find tickets for toto in huber heights ohio,FindPlaces,places.product->toto;AbsoluteLocation->huber heights ohio;
Find Tyndall no.,None,
finished please,None,
fish pond off please,None,
five oh two bus schedule new jersey transit,Places.Get_Public_Transport_Schedule,places.public_transportation_route->five oh two;places.transportation_company->new jersey transit;
Flag new email to Emily,SendEmail,communication.message_category->Flag;communication.contact_name->Emily;
flagship cinemas waterville maine showtimes,None,
forecast in celcius,Weather.CheckWeather,weather.temperature_unit->celcius;
forward all calls to Kate Paul,Communication_Forwarding_Enable,communication.contact_name->Kate Paul;
forward my calls,Communication_Forwarding_Enable,
free documentaries,None,
free sport,None,
Free time this afternoon please,Calendar.Check_availability,calendar.start_time->this afternoon;
fremont korean bbq please,FindPlaces,AbsoluteLocation->fremont;places.place_type->korean bbq;
From lax to disneyland please,None,
futuristic racing games please,None,
gas stations within a block out loud,FindPlaces,places.place_type->gas stations;places.distance->within a block;
Get directions to uniondale high school,GetRoute,places.place_name->uniondale high school;
Get florence temperature in september,weather.check_weather_facts,weather.absolute_location->florence;weather.date_range->september;
Get for me a list of fun places at seattle,FindPlaces,places.atmosphere->fun;AbsoluteLocation->seattle;
Get for me a list of german movies,None,
Get for me intellivision roms itv,None,
get for me rilo eagle street address,GetAddress,
Get for me the price of visiting tobin bridge boston toll,None,
get for me the starbucks rating,places.get_star_rating,places.place_name->starbucks;
get game tickets,None,
get me a taxi,Places.Book_Public_Transport,places.transportation_type->taxi;
get me an uberx,Places.Book_Public_Transport,places.transportation_company->uberx;
get me tapestry or songs by carole king,PlayMusic,Song_Name->tapestry;Artist_Name->carole king;
get me the voicemail,communication.call_voice_mail,
get out of the call,communication.start_over,
Get the daily temperature greenwood indiana,weather.check_weather_facts,weather.date_range->daily;weather.absolute_location->greenwood indiana;
Get the forcast for me,Weather.CheckWeather,
Get the route to quilala,GetRoute,places.place_name->quilala;
Get the route to shirley,GetRoute,AbsoluteLocation->shirley;
get tickets for expendables three,None,
get white shirts while in the mall later afternoon,reminder.create_single_reminder,reminder.reminder_text->get white shirts;reminder.implicit_location->mall;reminder.start_time->afternoon;
Give me a list of the best family restaurants in town.,FindPlaces,places.rating->best;places.atmosphere->family;places.place_type->restaurants;
give me my phone messages,communication.call_voice_mail,
go ahead and answer,None,
go at home,None,
go back,None,
Go back .,None,
go back . try again . go back,None,
go back a page,None,
go back on music player,None,
Go back please,None,
Go back stop listening,None,
go back to amazon,None,
Go back to google please,None,
go back to my contacts,communication.find_contact,
go back to number one,None,
go back to the beginning,None,
go back to the main menu,None,
go home,GetRoute,places.place_type->home;
Go Next,None,
go on . go back,None,
Go to channel 10,None,
go to channel one,None,
go to home,GetRoute,places.place_type->home;
go to previous screen,ondevice.open_setting,
go to previous text,Communication_ShowPrevious,
go to sleep,None,
go to start,ondevice.open_setting,ondevice.setting_type->start;
go to the next message,communication.show_next,
go to the next note please,note.show_next,
Go to the previous artist,ondevice.skip_back,
Go to TV please,None,
good I am confirming,None,
google sign in,None,
great barbecue kansas city please,None,
great florist lynnwood,FindPlaces,places.place_name->great florist;AbsoluteLocation->lynnwood;
Guide me to the best drugstore matte foundation,GetRoute,places.rating->best;places.place_type->drugstore;AbsoluteLocation->matte foundation;
Guide me to the best mexican restaurant in this current area,GetRoute,places.rating->best;places.cuisine->mexican;places.place_type->restaurant;
Guide me to the cheapest gas within 5 miles,GetRoute,places.price_range->cheapest;places.product->gas;places.distance->within 5 miles;
hakuna matata hakuna resume you bastard,ondevice.resume,Song_Name->hakuna matata;
halt music please,ondevice.pause,
hd sport,None,
hello can you hear me,None,
hello what can you do,None,
help me,None,
Help me in clearing the shopping note,None,
Help me in finding a romantic restaurant by the sea shore,FindPlaces,places.atmosphere->romantic;places.place_type->restaurant;places.prefer_route->sea shore;
Help me in quitting this party now,None,
Help me in rescheduling my calender,None,
help me please,None,
Help me to display the app bar,None,
Help me to display the context menu,Places_GetMenu,
help me to start,None,
help me to understand more please,None,
help me with this,None,
Help please,None,
help with my device please,None,
hermosillo sonora to obreg? sonora,None,
hollywood tavern woodinville reservation,Places_CreateReservation,places.place_name->hollywood tavern;AbsoluteLocation->woodinville;places.amenities->reservation;
holomap stockholm metro (3d map) please,None,
home improvement store 10 minutes from home,FindPlaces,places.from_place_type->home;places.travel_time->10 minutes;places.from_place_type->home;
home to arbys please,None,
horseshoe indiana reservations,Places_CreateReservation,places.place_name->horseshoe;AbsoluteLocation->indiana;
hot restaurants please,None,
how about now can you hear me,None,
how can i avoid construction and get to burger king in 20 minutes,GetRoute,places.avoid_route->construction;places.place_name->burger king;places.travel_time->20 minutes;
How can I clear my notes,None,
how do i change the phone number for Jack ? ?,GetPhoneNumber,places.place_name->Jack ?;
how do i erase reminders ?,reminder.delete_reminder,
how do i erase reminders?,reminder.delete_reminder,
how do i get home from here without taking i-forty four,GetRoute,places.place_type->home;places.from_nearby->here;places.avoid_route->i-forty four;
how do you say how are you in french ?,None,
how far away is my uber,GetDistance,places.transportation_company->uber;
how far is gainesville from here,GetDistance,AbsoluteLocation->gainesville;places.from_nearby->from here;
how far is orlando from new york,GetDistance,AbsoluteLocation->orlando;places.from_absolute_location->new york;
How I can quit the party ?,None,
how is my wifi connection,ondevice.open_setting,ondevice.setting_type->wifi;
How is the weather in Newyork,Weather.CheckWeather,
how late is taco bell open tonight ?,GetHours,places.place_name->taco bell;places.open_status->open;places.time->tonight;
how late is the Uber Black going to be ?,GetHours,places.transportation_company->Uber Black;
how long is this train going to take,Places_Ensure_TravelTime,places.transportation_type->train;
How long till pick up,None,
how long wait for taxi ?,None,
How many calories for lunch please ?,None,
How many days are there between March 13th 2015 and today?,None,
how many fitbit pushups should i do tomorrow?,None,
how many steps in one kilometer run ?,None,
how many steps until i hit my fitbit goal ?,None,
how many steps until i hit my fitbit goal?,None,
how much battery do i have left,None,
how much battery left now ?,None,
how much battery now,None,
how much going to take before the driver arrive ?,None,
how much rain does chambersburg get a year,weather.check_weather_facts,weather.weather_condition->rain;weather.absolute_location->chambersburg;weather.date_range->a year;
How soon will Jack be free?,Calendar.Check_availability,calendar.contact_name->Jack;
how to deactivate narrator on windows phone,None,
How to leave the garage ?,None,
I am at liquor store - beer,FindPlaces,places.place_name->liquor store - beer;
I am confirming keeping all items on lists,None,
I am done .,None,
I choose toyota to visit,None,
I chose place number two,None,
I have to tell you that I eat a chocolate bar of 500 Kcal,None,
i need a taxi for 10am,Places.Book_Public_Transport,places.transportation_type->taxi;places.time->10am;
I need an ATM in 30 minutes driving time .,FindPlaces,places.amenities->ATM;places.travel_time->30 minutes;places.transportation_type->driving;
i need at and t s eight hundred number for customer service,GetPhoneNumber,places.place_name->at and t;places.service_provided->customer service;
i need hands - free now,Communication_EnableSpeaker,communication.audio_device_type->hands - free;
I need help,None,
I need to begin over and restart,None,
I need to cancel my uber,Places.Book_Public_Transport,places.transportation_company->uber;
i need to go back,None,
i need to go to usaa dot com,None,
I need to unmute the volume now,None,
i need your help,None,
I need your help displaying I am fine thanks in Arabic,None,
i now weigh 162 pounds record that please,None,
I want 3 tickets for life of pi,None,
I want a romantic restaurant for my newly married friends,FindPlaces,places.atmosphere->romantic;places.place_type->restaurant;
i want that song to be repeated,ondevice.repeat,
I want the free downloads to be displayed,None,
I want to book a ticket to highest education center,None,
i want to book tickets for american airlines arena,None,
i want to book tickets for at,None,
I want to book wembley stadium tickets,None,
i want to buy nick jonas tickets,None,
I want to cancel,None,
I want to catch bus number 4 route,Places.Get_Public_Transport_Schedule,places.transportation_type->bus;places.public_transportation_route->4;
I want to catch bus route twelve tamu,Places.Get_Public_Transport_Schedule,places.transportation_type->bus;places.public_transportation_route->twelve;places.transportation_company->tamu;
I want to display the application bar,None,
I want to display the context menu,Places_GetMenu,
I want to display the previous message,communication.communication_other,
I want to display the previous place please,ondevice.open_setting,
I want to do restart,None,
I want to file a bug,None,
I want to find out the location of my taxi .,FindPlaces,places.transportation_type->taxi;
I want to give my sister a nickname in the contacts,Communication_AssignName,communication.relationship_name->sister;
i want to go back,None,
I want to go to a cultural theatre tonight,None,
I want to install OS setup,None,
I want to make my ride by translink,None,
I want to pair the bluetooth signal to headphones,ondevice.open_setting,ondevice.setting_type->bluetooth;
I want to pair wifi signal to phone,ondevice.open_setting,ondevice.setting_type->wifi;
I want to quit fifa party,None,
I want to record the workout notes,note.create_note,note.title->workout;
I want to redial that number,Communication_Redial,
I want to reschedule the meeting at the air force club,None,
I want to see a comedy theatre next weekend,None,
i want to see a concert in kitchener,None,
i want to see movies by john wayne,None,
I want to setup the windows right now,None,
I want to take bus 240,Places.Get_Public_Transport_Schedule,places.transportation_type->bus;places.public_transportation_route->240;
I want to unmute the music,PlayMusic,
i want to use the speaker,Communication_EnableSpeaker,communication.audio_device_type->speaker;
I want to visit afghan cuisine,FindPlaces,places.place_name->afghan cuisine;
i want to watch a metallica concert,None,
i want to watch a show from nbc,None,
I want to watch cosmos tv series 2014,None,
I want to watch Fox sports channel,None,
I want to watch hindi series,None,
I want to watch the football match,None,
I want to you to help me in displaying the application bar,None,
I want to you to help me in displaying the context menu,None,
I want you to read this note loudly,note.read_aloud,
i went to the gym today,None,
I will choose the first restaurant result,None,
I will not visit the Musee du Louvre,None,
I will play Call of duty game invite my friends,None,
I would like to see the speed dial list,communication.query_speeddial,
ice skating bellevue please,FindPlaces,places.service_provided->ice skating;AbsoluteLocation->bellevue;
If you please add more,None,
If you please record weight 158,None,
If you please turn to previous,None,
If you would please turn to previous,None,
ignore all of the calls,Comunication_IgnoreIncoming,
ignore all text messages from now on,Comunication_IgnoreIncoming,
illuminate please,None,
increase brightness please,ondevice.open_setting,ondevice.setting_type->brightness;
increase brightness to one hundred percent,ondevice.open_setting,ondevice.setting_type->brightness;
increase the ringer volume on my phone to thirty,None,
Increase the volume to max,None,
Invite Mark Paul to party chat,None,
Is atlanta perm processing center closed today ?,None,
is Berry on IM right now ?,None,
is bistro buffy,Places_GetMenu,places.place_name->bistro;places.amenities->buffy;
is call forwarding on or off ?,communication.forwarding_status,
Is it better to take 234 bus kirkland ?,Places.Get_Public_Transport_Schedule,places.public_transportation_route->234;places.transportation_type->bus;AbsoluteLocation->kirkland;
is Kale online ?,None,
Is Kate online ?,None,
Is Keil available tomorrow?,Calendar.Check_availability,calendar.contact_name->Keil;calendar.start_date->tomorrow;
is Martha available ?,None,
is my wifi on,ondevice.open_setting,ondevice.setting_type->wifi;
Is Nora available ?,None,
Is Paul online ?,None,
Is Pizza hut requiring reservation ?,GetHours,places.place_name->Pizza hut;places.amenities->requiring reservation;
is target open today,GetHours,places.place_name->target;places.open_status->open;places.date->today;
Is the distance betwee the zoo and my current location thirteen miles ?,GetDistance,places.place_type->zoo;
is the wifi disabled,None,
Is there any accidents at my location ?,Places.Check_Accident,
is there any road closures,None,
Is there anything interesting on television ?,None,
is time in seattle around 5:00 PM,GetTime,
Is traffic cleared up ?,Places_CheckTraffic,
italian movies please,None,
jacks to joints layer,None,
jump to previous song,ondevice.skip_back,
just go to sleep,None,
kids movies,None,
kids sport,None,
kids video,None,
kirkland roofing Company please,FindPlaces,places.place_name->kirkland roofing Company;
lana del rey tickets in west palm,None,
launch bing.com,None,
launch calendar,None,
launch minecraft,None,
launch movie app,None,
launch wag.com,None,
Leave party please,None,
Leave the Destiny party please,None,
Let it finished please,None,
let me answer by hands - free,Communication_EnableSpeaker,communication.audio_device_type->hands - free;
Let me check the previous item please,None,
Let me check the previous one,None,
let me go next please,None,
Let me increase the brightness,ondevice.open_setting,ondevice.setting_type->brightness;
Let me know how many kilograms to loss to be in the ideal weight?,None,
Let me know the number of steps I walked today,None,
Let me know what does the word Expensive mean in German,None,
Let me leave the party right now,None,
let me navigate to whentowork.com,None,
Let me report this bug,None,
Let me see the application bar,None,
Let me see the context menu,Places_GetMenu,places.meal_type->context;
Let me set a note up to Marco,note.create_note,note.note_text->up to Marco;
Let me start it again from scratch,None,
Let me unmute the sound please,None,
Let me watch a popular Japanese drama,None,
Let me watch CNN,None,
Let me watch the latest movie in the theaters,None,
Let me watch this channel,None,
lets send a message to Kiel the subject is .. tomorrow meeting .,SendEmail,communication.contact_name->Kiel;communication.message->tomorrow meeting;
lights off,OnDevice.Settings.Lights.Off,
list of speed dials,None,
List places to bring my food home from near my house,FindPlaces,places.amenities->bring my food home;places.from_nearby->near;places.place_type->house;
List the top rated Japanese movies,None,
living room lamps off please,None,
locate best breakfast sarasota,FindPlaces,places.rating->best;places.meal_type->breakfast;AbsoluteLocation->sarasota;
locate meeting with Maria this week for me,Calendar.Find_Calendar_Entry,calendar.title->meeting with Maria;calendar.start_date->this week;
lock a screen,None,
lock screen,ondevice.open_setting,ondevice.setting_type->lock screen;
lock the doors for me please,None,
log exercise notes please,None,
log in to microsoft,None,
Log into LinkedIn .,None,
Log my weight in a note please,None,
log off,None,
log off computer,None,
log off my phone,None,
log on to twitter,None,
log onto excel,None,
log out,None,
log out facebook,None,
log out of skype,None,
log situps please,None,
log strength please,None,
log weight 253 . 5 please,None,
log weight please,None,
login please,None,
logout of facebook,None,
london to maidenhead,None,
look for an uber black to mighty-o donuts,Places.Book_Public_Transport,places.transportation_company->uber black;places.place_name->mighty-o donuts;
look up an address for Mark stewart in Wisconsin,None,
louder if you please,None,
lower my brightness,ondevice.open_setting,ondevice.setting_type->brightness;
lower screen brightness,ondevice.open_setting,ondevice.setting_type->brightness;
lower the brightness,ondevice.open_setting,ondevice.setting_type->brightness;
lower the volume by one,None,
make a new email for Maggie with the title Open Now .,SendEmail,communication.contact_name->Maggie;communication.email_subject->Open Now;
Make a room reservation with sea view,None,
make an appointment at sun tan city,Calendar.Create_Calendar_Entry,calendar.implicit_location->sun tan city;
Make camera 1 off please,None,
Make dinner plans at restaurant at 8pm .,Calendar.Create_Calendar_Entry,calendar.title->dinner;calendar.implicit_location->restaurant;calendar.start_time->8pm;
make my phone ring,None,
make some coffee,FindPlaces,places.product->coffee;
Make the brightness high please,ondevice.open_setting,ondevice.setting_type->brightness;
Make the brightness low,ondevice.open_setting,ondevice.setting_type->brightness;
make the screen brighter,ondevice.open_setting,
Make this louder,None,
mark all email messages as read,communication.communication_other,communication.message_type->email;communication.message_category->read;
mark off cheese on shopping list,note.create_note,note.note_text->mark off cheese;note.title->shopping list;
mark state parks as favorite,None,
Marketing meetings on Tuesdays will now be every Wednesday please change on my calendar,Calendar.Change_Calendar_Entry,calendar.title->Marketing meetings;calendar.original_start_date->Tuesdays;calendar.start_date->every Wednesday;
Meet Kiel at hallmark cards 405 Saturday 2 : 00 pm,Calendar.Create_Calendar_Entry,calendar.title->Meet Kiel;calendar.implicit_location->hallmark cards;calendar.start_date->405 Saturday;calendar.start_time->2 : 00 pm;
Meeting adjustment,Calendar.Change_Calendar_Entry,
Meeting My Manager,None,
middlesboro kentucky to paducah kentucky,GetRoute,places.from_absolute_location->middlesboro kentucky;AbsoluteLocation->paducah kentucky;
modify my reminder,reminder.change_reminder,
More info about the traffic here,Places_CheckTraffic,
more restaurant options within a twenty mile radius,FindPlaces,places.place_type->restaurant;places.distance->within a twenty mile radius;
move back one track,ondevice.skip_back,
move on and show me the next,None,
Move the BBQ party to Friday,Calendar.Change_Calendar_Entry,calendar.title->BBQ party;calendar.start_date->Friday;
music command skip forward,ondevice.skip_forward,
my computer sleep,None,
nashville humane society rover please,None,
Navigate me to sears.com,GetRoute,places.place_name->sears.com;
Navigate to ancestry.com,GetRoute,
Navigate to lync outlook.com,None,
Navigate to montgomery alabama backpage please,GetRoute,AbsoluteLocation->montgomery alabama;places.place_type->backpage;
Navigate to the menu,GetRoute,
Navigate to website logitech,None,
need to enter a digit,communication.press_key,
need to go to cracker barrel but 7th ave in closed for construction,GetRoute,places.place_name->cracker barrel;AbsoluteLocation->7th ave;places.open_status->closed;places.avoid_route->construction;
Never mind go back,None,
New high priority message for Paul,SendEmail,communication.message_category->high priority;communication.contact_name->Paul;
next note please,note.show_next,
next one please,None,
Next please,None,
Next song please,ondevice.skip_forward,
No doubt Okay,None,
not tomorrow please,None,
ohh finished,None,
ojai apple picking,None,
ok thanks,None,
okay,None,
Okay for now,None,
Okay I am confirming,None,
Okay I chose this direction,None,
Okay I got it,None,
okay i hear that,None,
open camera one .,None,
open display plus brightness,ondevice.open_setting,ondevice.setting_type->brightness;
open edmundo,None,
Open fitbit and log weight entry,None,
open go to sleep,None,
Open my apps,None,
open my facebook id Marlen Max,None,
open my location,ondevice.open_setting,ondevice.setting_type->location;
open my notes,None,
Open Network Settings,ondevice.open_setting,ondevice.setting_type->Network;
Open nintendo 3ds hulk game,None,
Open Onedrive,None,
Open other reminders,None,
Open pbs kids please,None,
open program firefox,None,
Open settings and access different backgrounds,ondevice.open_setting,
open snapchat,None,
open speed dial,communication.query_speeddial,
open start menu,None,
Open the alarm please,alarm.find_alarm,
Open the breaking bad season six,None,
Open the volume music settings right now,ondevice.open_setting,ondevice.setting_type->volume;
Open this one,None,
open torch pro,None,
open work reminder,reminder.find_reminder,reminder.reminder_text->work;
outlook,None,
pair Bluetooth signal to my laptop,OnDevice.Settings.On,ondevice.setting_type->Bluetooth;
Pair wifi signal with xbox please,None,
pause current playlist,ondevice.pause,
pause media now please,ondevice.pause,
pause music for me please,ondevice.pause,
pause please,ondevice.pause,
pause the playing song please,ondevice.pause,
payway please,None,
perfect thank you,Communication_Confirm,
phone be quiet for 5 minutes.,None,
pick up the phone and answer,None,
place reservation for greek tonight please,Places_CreateReservation,places.cuisine->greek;places.time->tonight;
Places for cottage please,FindPlaces,places.place_type->cottage;
Play augustana playlist,PlayMusic,Artist_Name->augustana;
play bailando,PlayMusic,
play bbc one,ondevice.ondevice_other,
play dvd,None,
Play elysium please,PlayMusic,Song_Name->elysium;
play genre jazz,PlayMusic,ondevice.music_genre->jazz;
Play go hard or go home by wiz Khalifa,PlayMusic,
play into the sun,PlayMusic,
play love me like you do,PlayMusic,
play made in the usa,PlayMusic,
play meneo,PlayMusic,
Play music .,PlayMusic,
play New Romantics,PlayMusic,Song_Name->New Romantics;
Play oculus trailer please,PlayMusic,Artist_Name->oculus trailer;
Play one of the movies in the theaters nowadays,None,
play she sets the city on fire,PlayMusic,Song_Name->she sets the city on fire;
Play the american movie,None,
Play the next album,ondevice.skip_forward,
Play the next selection,ondevice.skip_forward,
Play the next song,ondevice.skip_forward,
Play the previous one,ondevice.skip_back,
Play the Previous track,ondevice.skip_back,
play track again,ondevice.repeat,
play videos please,ondevice.ondevice_other,ondevice.app_name->videos;
please add music,None,
please cancel my uber reservation at 5,Places.Book_Public_Transport,places.transportation_company->uber;places.time->5;
please delete some items off my reminder list,reminder.delete_reminder,
please display the application bar,None,
please display the context menu,Places_GetMenu,
Please do restarting,None,
please file a bug for me,None,
please find the most recent song by adele,None,
please forward the last call,communication.communication_other,
Please give me the one before,None,
please go next,None,
please help,None,
please help me,None,
please help me i want to finish,None,
Please I want to leave the current party,None,
Please invite Micheal to join me in playing Gears of war 3,None,
Please just delete my meeting,Calendar.Delete_Calendar_Entry,
Please let me do set up,None,
please let them know i am driving and that this is an auto response,Comunication_IgnoreIncoming,communication.message->i am driving and that this is an auto response;
Please login,None,
please make my phone ring,None,
please order 4 tickets to the brian wilson concert at the paramount theatre,None,
please pair for me wifi to my tablet,None,
please pause barracuda,ondevice.pause,Song_Name->barracuda;
Please pause cody,ondevice.pause,Song_Name->cody;
Please play bleed,PlayMusic,Song_Name->bleed;
Please power off,None,
Please quit,None,
please rate Golden Corral,Places_Rate,places.place_name->Golden Corral;
Please read my latest text from James,Comunication_Synthesis,communication.order_ref->latest;communication.message_type->text;communication.from_contact_name->James;
please read my recent emails,Comunication_Synthesis,communication.time->recent;communication.message_type->emails;
please read text,Comunication_Synthesis,
Please read Trip notes,note.read_aloud,note.title->Trip;
please reboot,None,
Please record cardio,None,
Please record cardio for me,None,
Please record exercise notes,note.create_note,
Please record from now,None,
Please record my pushups in a note,note.create_note,note.note_text->pushups;
Please record weight,None,
please redial . thanks,Communication_Redial,
please replay,ondevice.repeat,
Please replay it for me,ondevice.repeat,
Please restart the search,None,
Please resume music,ondevice.resume,
please return to earpiece,communication.speakerphone_off,
please ring my phone,MakeCall,
please ring phone,MakeCall,
please send a low importance marked email to Gary,SendEmail,communication.message_category->low importance;communication.contact_name->Gary;
Please show me translation of Joy in Dutch,None,
